filename_x,AIC_s,BIC_s,AIC_ns,BIC_ns,LRT_stat,LRT_p,beta1,slope_MSL,errMSL,slope_res,errresid,filename_y,n_years,completeness,longitude,latitude,country
gedser-ged-dnk-dmi_annual,1116.06,1124.49,1115.68,1126.93,2.38,0.123214978,-0.218225,0.126888946,0.008402386,-0.231238152,0.313164639,gedser-ged-dnk-dmi,135,1.1548,11.933333,54.566666,DNK
geelong-60770-aus-bom_annual,312.25,317.67,320.59,327.82,-6.34,1.000000000,0.440562,0.175695732,0.028990414,0.375657106,0.267895084,geelong-60770-aus-bom,57,0.8621,144.3633,-38.1467,AUS
geraldton-62290-aus-bom_annual,409.23,415.30,409.38,417.48,1.84,0.174440961,0.175554,0.221774182,0.048180175,0.205866405,0.184897586,geraldton-62290-aus-bom,60,0.948,114.6019,-28.776,AUS
goteborgorsh-819-swe-uhslc_fd_annual,468.35,474.26,465.65,473.53,4.70,0.030210887,1.247137,0.078317690,0.039843723,1.359809513,0.587871220,goteborgorsh-819-swe-uhslc_fd,57,0.9693,11.8,57.683,SWE
goteborgtorshamnen-got-swe-cmems_annual,475.91,481.88,456.39,464.34,21.53,0.000003487,1.512869,0.073017551,0.036235272,1.752314821,0.572424865,goteborgtorshamnen-got-swe-cmems,57,0.9693,11.7906,57.6847,SWE
guam-053-usa-uhslc_fd_annual,408.11,414.64,399.78,408.47,10.34,0.001304067,-0.136553,0.237772900,0.038706799,-0.131301688,0.058955188,guam-053-usa-uhslc_fd,77,1.0047,144.65,13.433,USA
hachijyojima-hd11-jpn-jodc_jcg_annual,503.37,509.56,493.89,502.13,11.49,0.000700707,-0.253956,0.148509111,0.147449279,-0.246247738,0.099160246,hachijyojima-hd11-jpn-jodc_jcg,74,0.9981,139.80471667,33.13028333,JPN
hakata-hd18-jpn-jodc_jcg_annual,418.70,424.83,420.63,428.80,0.07,0.784493026,0.039227,0.292890241,0.021119070,0.358667845,0.228149956,hakata-hd18-jpn-jodc_jcg,60,0.9981,130.40778333,33.61861667,JPN
hakodate-364-jpn-uhslc_fd_annual,417.43,423.71,402.43,410.81,16.99,0.000037482,0.232203,-0.127484232,0.023684927,0.244197433,0.248179180,hakodate-364-jpn-uhslc_fd,62,0.9912,140.733,41.783,JPN
hakodate-364a-jpn-uhslc_rq_annual,445.29,451.90,447.10,455.92,0.18,0.667778228,0.085560,-0.029599809,0.021813962,0.087795006,0.252842279,hakodate-364a-jpn-uhslc_rq,69,0.997,140.717,41.783,JPN
hakodate-ma06-jpn-jodc_jma_annual,402.11,408.29,389.24,397.48,14.87,0.000115344,0.087261,-0.108414450,0.025367046,0.071146833,0.262113330,hakodate-ma06-jpn-jodc_jma,60,1.0007,140.72471667,41.78166667,JPN
hamina-ham-fin-cmems_annual,499.29,505.20,496.07,503.95,5.22,0.022380104,0.678838,-0.017934357,0.071350071,0.677551830,0.420383105,hamina-ham-fin-cmems,55,0.991,27.179199,60.562801,FIN
hamina_pitajansaari-134254-fin-fmi_annual,496.04,502.00,504.47,512.42,-6.43,1.000000000,0.669787,-0.011605383,0.067279781,0.666424265,0.432028154,hamina_pitajansaari-134254-fin-fmi,55,0.9898,27.18,60.56,FIN
hammerfest-hft-nor-nhs_annual,414.68,420.70,416.71,424.74,-0.03,1.000000000,0.061836,0.140108527,0.030234617,0.052338935,0.235568659,hammerfest-hft-nor-nhs,69,0.8936,23.683227,70.664641,NOR
hammerfesttg-ham-nor-cmems_annual,428.46,434.59,418.82,426.99,11.64,0.000644824,0.053215,0.108587505,0.029161235,0.073428137,0.259266722,hammerfesttg-ham-nor-cmems,69,3.3907,23.67869,70.664749,NOR
hanko-han-fin-cmems_annual,434.23,440.14,429.71,437.59,6.52,0.010686507,0.472431,-0.038988496,0.062766827,0.513991470,0.237987421,hanko-han-fin-cmems,55,0.991,22.976601,59.822899,FIN
hanko_pikku_kolalahti-134253-fin-fmi_annual,442.56,448.53,437.25,445.21,7.31,0.006851681,0.473222,-0.036075954,0.059775759,0.517855865,0.237549598,hanko_pikku_kolalahti-134253-fin-fmi,55,0.9898,22.98,59.82,FIN
hansweert-hanswt-nld-rws_hist_annual,476.85,482.40,478.62,486.02,0.23,0.628265825,-0.320776,0.346581719,0.045265305,-0.587904209,0.821506561,hansweert-hanswt-nld-rws_hist,81,2.6751,4.006959,51.445556,NLD
harlingen-harlgn-nld-rws_hist_annual,497.74,503.16,499.01,506.23,0.74,0.390519913,0.546044,0.177091083,0.052233460,0.909671494,1.614683222,harlingen-harlgn-nld-rws_hist,81,4.3458,5.409342,53.175632,NLD
harstad-har-nor-nhs_annual,465.77,472.20,465.24,473.81,2.53,0.111678959,0.405903,0.048770113,0.023911462,0.405350846,0.235681342,harstad-har-nor-nhs,74,0.9427,16.548236,68.801261,NOR
harstadtg-har-nor-cmems_annual,460.28,466.76,450.75,459.39,11.53,0.000684432,0.740980,-0.051077199,0.023873096,0.521108749,0.236545430,harstadtg-har-nor-cmems,74,3.4025,16.548237,68.801262,NOR
heimsjo-hei-nor-nhs_annual,736.01,743.40,736.24,746.10,1.77,0.183662477,0.407559,-0.066961845,0.015650416,1.255654172,0.395062623,heimsjo-hei-nor-nhs,97,0.9358,9.101504,63.425224,NOR
heimsjoetg-hei-nor-cmems_annual,737.29,744.69,735.03,744.89,4.26,0.038971789,0.531060,-0.113478575,0.015046001,1.328355733,0.355261551,heimsjoetg-hei-nor-cmems,98,2.6783,9.1015043,63.425224,NOR
helsinki-hel-fin-cmems_annual,465.42,471.33,464.05,471.93,3.37,0.066237612,0.441065,-0.061802810,0.065474438,0.539249319,0.278381456,helsinki-hel-fin-cmems,55,0.991,24.9562,60.153599,FIN
helsinki_kaivopuisto-132310-fin-fmi_annual,473.34,479.31,471.84,479.79,3.50,0.061245060,0.441635,-0.057724252,0.062512815,0.545108471,0.279004726,helsinki_kaivopuisto-132310-fin-fmi,55,0.9898,24.96,60.15,FIN
hilo_hawaii-060-usa-uhslc_fd_annual,504.74,511.96,496.04,505.67,10.70,0.001073550,-0.040524,0.312665930,0.017778495,-0.010585378,0.051485648,hilo_hawaii-060-usa-uhslc_fd,86,1.1454,-155.067,19.733,USA
hiroshima-hd14-jpn-jodc_jcg_aligned_annual,642.08,648.74,630.69,639.56,13.39,0.000252830,-0.335566,0.538898227,0.023734266,-0.496365189,0.111470767,hiroshima-hd14-jpn-jodc_jcg_aligned,74,0.9846,132.46471667,34.35305,JPN
hoek_van_holland-hoekvhld-nld-rws_hist_annual,445.50,450.92,447.52,454.75,-0.03,1.000000000,-0.906108,0.206340610,0.042715477,-0.789106620,1.057257094,hoek_van_holland-hoekvhld-nld-rws_hist,89,4.0137,4.119881,51.977572,NLD
honningsvaagtg-hon-nor-cmems_annual,380.33,386.06,382.05,389.70,0.27,0.600300954,0.184916,0.146836314,0.036096276,0.176957027,0.284230802,honningsvaagtg-hon-nor-cmems,55,4.2653,25.972696,70.980316,NOR
honningsvag-hvg-nor-nhs_annual,359.37,364.99,349.73,357.21,11.65,0.000643605,0.043042,0.227424126,0.032756224,-0.073195098,0.229835611,honningsvag-hvg-nor-nhs,55,0.956,25.972697,70.980318,NOR
honolulu-1612340-usa-noaa_annual,657.85,665.87,671.09,681.78,-11.24,1.000000000,-0.071913,0.146641336,0.010619950,-0.098550706,0.067698283,honolulu-1612340-usa-noaa,112,0.9962,-157.867,21.306694,USA
honolulu_hawaii-057-usa-uhslc_fd_annual,699.04,707.27,693.99,704.97,7.05,0.007932364,-0.100679,0.157039552,0.009856332,-0.190591001,0.057125022,honolulu_hawaii-057-usa-uhslc_fd,121,0.9965,-157.867,21.307,USA
honolulu_hawaii-057b-usa-uhslc_rq_annual,677.54,685.67,702.88,713.71,-23.33,1.000000000,-0.004806,0.155601568,0.010416910,-0.169836484,0.062472507,honolulu_hawaii-057b-usa-uhslc_rq,117,1.0007,-157.867,21.307,USA
hornbaek-838a-dnk-uhslc_rq_annual,992.89,1001.07,994.56,1005.47,0.33,0.563522978,0.631398,0.036020016,0.012055696,0.694487078,0.331839993,hornbaek-838a-dnk-uhslc_rq,122,1.0007,12.467,56.1,DNK
hornbaek-hor-dnk-dmi_annual,1127.03,1135.54,1127.91,1139.26,1.12,0.289794908,0.575080,0.046525289,0.009810456,0.552158483,0.331735819,hornbaek-hor-dnk-dmi,135,1.1594,12.466666,56.099998,DNK
hosojima-gs02-jpn-jodc_giaj_annual,719.63,726.96,717.40,727.17,4.23,0.039645348,0.764947,0.006281848,0.017617288,0.790841826,0.386882654,hosojima-gs02-jpn-jodc_giaj,92,0.9789,131.66945,32.42861667,JPN
ishigaki-365-jpn-uhslc_fd_annual,473.11,479.13,475.14,483.17,-0.03,1.000000000,-0.500031,0.249472474,0.023408592,-0.513899432,0.436709601,ishigaki-365-jpn-uhslc_fd,57,0.9904,124.15,24.333,JPN
ishigaki-365a-jpn-uhslc_rq_annual,457.80,463.71,460.02,467.90,-0.22,1.000000000,-0.405046,0.237313881,0.023513856,-0.417303361,0.480687467,ishigaki-365a-jpn-uhslc_rq,56,0.9828,124.15,24.333,JPN
ishigaki-ma45-jpn-jodc_jma_annual,456.54,462.45,459.07,466.96,-0.54,1.000000000,-0.415705,0.237520303,0.023483132,-0.417803869,0.482291594,ishigaki-ma45-jpn-jodc_jma,56,0.9828,124.16361667,24.33221667,JPN
izuhara-hd23-jpn-jodc_jcg_aligned_annual,507.56,514.17,513.51,522.33,-3.96,1.000000000,0.113674,0.296890418,0.017096619,0.141247738,0.094855465,izuhara-hd23-jpn-jodc_jcg_aligned,77,0.9786,129.29166667,34.19778333,JPN
johnston-052-usa-uhslc_fd_annual,559.01,565.71,560.89,569.83,0.12,0.732993875,-0.082188,0.125558966,0.018811901,-0.448498745,0.358177622,johnston-052-usa-uhslc_fd,76,1.0292,-169.517,16.75,USA
johnston-052a-usa-uhslc_rq_annual,505.96,512.34,507.88,516.39,0.08,0.777373541,-0.080699,0.110225346,0.022086564,-0.277949315,0.432180420,johnston-052a-usa-uhslc_rq,69,1.0394,-169.53,16.738,USA
kagoshima-ma42-jpn-jodc_jma_annual,455.73,461.53,464.48,472.20,-6.75,1.000000000,-0.124731,0.474762876,0.025286656,0.120171378,0.439792445,kagoshima-ma42-jpn-jodc_jma,59,0.9667,130.56471667,31.5925,JPN
kahului-059-usa-uhslc_fd_annual,431.08,437.69,449.01,457.83,-15.94,1.000000000,-0.071205,0.220124321,0.020267421,0.046866319,0.093564660,kahului-059-usa-uhslc_fd,76,0.9836,-156.467,20.9,USA
kahului-059a-usa-uhslc_rq_annual,403.70,410.13,397.54,406.12,8.16,0.004291288,0.014279,0.222074098,0.021887894,0.092762326,0.095235738,kahului-059a-usa-uhslc_rq,72,0.9896,-156.467,20.9,USA
kahului-1615680-usa-noaa_annual,441.30,447.73,443.01,451.58,0.29,0.588278290,-0.047127,0.220504987,0.022408519,-0.029037787,0.140821882,kahului-1615680-usa-noaa,71,0.9785,-156.476694,20.895,USA
kainan-gs05-jpn-jodc_giaj_annual,537.86,544.47,539.75,548.57,0.10,0.748089929,0.051257,-0.131814129,0.025907707,0.017619420,0.385706895,kainan-gs05-jpn-jodc_giaj,71,0.9866,135.19138333,34.14416667,JPN
kamaishi-hd05-jpn-jodc_jcg_aligned_annual,453.11,459.45,439.53,447.97,15.59,0.000078732,0.051361,0.705674860,0.028532707,0.008472950,0.074081481,kamaishi-hd05-jpn-jodc_jcg_aligned,71,0.998,141.88916667,39.27333333,JPN
kashiwazaki-gs08-jpn-jodc_giaj_annual,460.05,466.43,461.05,469.56,1.00,0.317429665,0.391577,0.112570866,0.017826611,0.375038187,0.314585430,kashiwazaki-gs08-jpn-jodc_giaj,69,0.9862,138.50861667,37.35666667,JPN
kaskinen-kas-fin-cmems_annual,426.87,432.78,414.67,422.55,14.20,0.000164498,0.195337,0.002402733,0.062111680,0.389243740,0.203257865,kaskinen-kas-fin-cmems,55,0.991,21.2148,62.344002,FIN
kaskinen_adskar-134251-fin-fmi_annual,434.05,440.01,421.59,429.55,14.45,0.000143768,0.187507,0.006750012,0.061516087,0.378643019,0.196252204,kaskinen_adskar-134251-fin-fmi,55,0.9863,21.21,62.34,FIN
katsuura-gs11-jpn-jodc_giaj_annual,468.99,475.02,470.22,478.25,0.78,0.378076765,0.345258,0.155832446,0.022837927,0.307643200,0.732697762,katsuura-gs11-jpn-jodc_giaj,57,1.0007,140.24945,35.12945,JPN
kemi-kem-fin-cmems_annual,449.29,455.08,444.05,451.78,7.24,0.007137204,0.627883,0.047281435,0.071676849,0.868642182,0.336600272,kemi-kem-fin-cmems,55,0.991,24.515301,65.672897,FIN
kemi_ajos-100539-fin-fmi_annual,456.75,462.60,451.18,458.98,7.57,0.005937952,0.632054,0.060297216,0.066511642,0.840844351,0.343146106,kemi_ajos-100539-fin-fmi,55,0.9695,24.52,65.67,FIN
key_west-8724580-usa-noaa_annual,742.28,750.36,744.17,754.93,0.12,0.734079992,0.014080,0.263616857,0.008178453,-0.030085021,0.067613087,key_west-8724580-usa-noaa,113,0.9907,-81.80806,24.55083,USA
key_west_fl-242-usa-uhslc_fd_annual,742.50,750.57,744.33,755.10,0.17,0.680706605,0.016871,0.263692583,0.008262656,-0.028785098,0.067514132,key_west_fl-242-usa-uhslc_fd,113,0.9958,-81.808,24.553,USA
key_west_fl-242a-usa-uhslc_rq_annual,711.05,719.01,713.05,723.66,0.00,0.949892456,0.002610,0.254455055,0.007878131,-0.103354726,0.073770504,key_west_fl-242a-usa-uhslc_rq,109,1.0002,-81.808,24.553,USA
klagshamn-2095-swe-smhi_annual,823.48,830.98,825.44,835.43,0.04,0.832788662,0.428879,0.092521229,0.018376719,0.433178562,0.456894258,klagshamn-2095-swe-smhi,97,0.9603,12.8936,55.5222,SWE
klagshamn-kla-swe-cmems_annual,822.74,830.24,824.37,834.37,0.37,0.542322037,0.436831,0.092431380,0.018375335,0.433775188,0.456672290,klagshamn-kla-swe-cmems,97,0.9603,12.8936,55.522202,SWE
komatsushima-ma36-jpn-jodc_jma_annual,465.50,471.57,467.12,475.22,0.37,0.540390811,0.116303,0.232369047,0.038018256,0.537578041,0.444794636,komatsushima-ma36-jpn-jodc_jma,60,0.9674,134.58778333,34.00916667,JPN
kornwerderzand_buiten-kornwdzbtn-nld-rws_hist_annual,512.42,517.97,515.22,522.62,-0.81,1.000000000,-0.394779,0.203027268,0.042901801,-0.027785642,1.417578342,kornwerderzand_buiten-kornwdzbtn-nld-rws_hist,87,2.4463,5.33663,53.06986,NLD
kozushima-hd09-jpn-jodc_jcg_aligned_annual,415.61,421.40,411.74,419.47,5.87,0.015424416,-0.091967,0.865926255,0.230614388,-0.061761696,0.065312006,kozushima-hd09-jpn-jodc_jcg_aligned,60,0.9981,139.13166667,34.20916667,JPN
kristiansund-ksu-nor-nhs_annual,534.83,541.54,516.43,525.37,20.40,0.000006284,0.339054,0.052412903,0.022673735,0.552673834,0.285003901,kristiansund-ksu-nor-nhs,74,0.9672,7.734352,63.113859,NOR
kristiansundtg-kri-nor-cmems_annual,552.28,559.06,551.27,560.33,3.00,0.083197764,0.664934,-0.030567091,0.022236218,0.556020516,0.306639623,kristiansundtg-kri-nor-cmems,74,3.5789,7.7343521,63.113857,NOR
kuchinotsu-ma48-jpn-jodc_jma_annual,457.60,463.39,449.83,457.56,9.77,0.001777723,-0.108704,0.254869439,0.022909827,-0.763511563,0.680090441,kuchinotsu-ma48-jpn-jodc_jma,57,0.9831,130.19528333,32.60528333,JPN
kungsholmsfort-2088-swe-smhi_annual,1150.92,1159.68,1144.49,1156.17,8.43,0.003690309,0.859566,0.011263646,0.010720864,0.862464933,0.245201034,kungsholmsfort-2088-swe-smhi,140,0.9863,15.5894,56.1053,SWE
kungsholmsfort-kun-swe-cmems_annual,1150.62,1159.38,1142.73,1154.41,9.89,0.001660048,0.852222,0.011231071,0.010722122,0.861931949,0.245298327,kungsholmsfort-kun-swe-cmems,140,0.9862,15.5894,56.105301,SWE
kure-hd13-jpn-jodc_jcg_annual,549.60,555.79,572.48,580.72,-20.87,1.000000000,0.090103,0.439252040,0.025579408,-0.122987420,0.395632304,kure-hd13-jpn-jodc_jcg,68,0.8953,132.55028333,34.24055,JPN
kushimoto-353-jpn-uhslc_fd_annual,516.15,522.58,516.08,524.65,2.07,0.150247616,-0.168577,0.462245126,0.027565963,0.032161036,0.199157168,kushimoto-353-jpn-uhslc_fd,65,0.9916,135.783,33.467,JPN
kushimoto-353a-jpn-uhslc_rq_annual,718.55,726.01,719.67,729.63,0.88,0.348811575,-0.108778,0.183489872,0.024479438,0.103417795,0.182226179,kushimoto-353a-jpn-uhslc_rq,94,1.0544,135.767,33.483,JPN
kushimoto-ma26-jpn-jodc_jma_annual,498.47,504.80,499.43,507.87,1.04,0.306856453,-0.127085,0.461992119,0.030082542,0.082364597,0.208265033,kushimoto-ma26-jpn-jodc_jma,64,0.985,135.77333333,33.47583333,JPN
kushiro-350-jpn-uhslc_fd_annual,536.59,543.50,538.01,547.23,0.58,0.446739401,-0.034200,0.819053631,0.022453132,-0.027626007,0.061966145,kushiro-350-jpn-uhslc_fd,80,0.9826,144.383,42.967,JPN
kushiro-350a-jpn-uhslc_rq_annual,519.58,526.41,521.56,530.67,0.02,0.887057991,-0.006270,0.839853954,0.021708689,-0.008846203,0.062527473,kushiro-350a-jpn-uhslc_rq,78,0.9897,144.367,42.967,JPN
kushiro-ma04-jpn-jodc_jma_annual,428.54,434.67,430.53,438.70,0.01,0.914398785,-0.007862,0.750501310,0.033258337,0.001752172,0.093767109,kushiro-ma04-jpn-jodc_jma,62,0.9684,144.37138333,42.97555,JPN
kwajalein-055-mhl-uhslc_fd_annual,433.96,440.99,426.01,435.39,9.95,0.001610742,-0.159198,0.210527679,0.021606004,-0.211133241,0.068034619,kwajalein-055-mhl-uhslc_fd,80,0.989,167.733,8.733,MHL
kwajalein-055a-mhl-uhslc_rq_annual,414.53,421.41,406.89,416.05,9.65,0.001898546,-0.169760,0.200975111,0.023111223,-0.219653394,0.073103095,kwajalein-055a-mhl-uhslc_rq,76,0.995,167.733,8.733,MHL
la_coruna-830-esp-uhslc_fd_annual,543.11,550.02,543.10,552.32,2.01,0.156535105,-0.148820,0.216443602,0.020021090,-0.153362024,0.152981059,la_coruna-830-esp-uhslc_fd,82,0.9892,-8.4,43.367,ESP
la_coruna-830a-esp-uhslc_rq_annual,501.43,508.13,503.48,512.42,-0.06,1.000000000,-0.008163,0.200387978,0.022502893,0.005427081,0.164694624,la_coruna-830a-esp-uhslc_rq,75,0.9985,-8.4,43.367,ESP
la_jolla-9410230-usa-noaa_annual,626.47,634.03,606.40,616.49,22.07,0.000002636,-0.297933,0.199583917,0.010869158,-0.381989305,0.102033142,la_jolla-9410230-usa-noaa,102,0.9787,-117.257139,32.866889,USA
la_jolla_ca-554-usa-uhslc_fd_annual,620.95,628.51,609.52,619.61,13.43,0.000247987,-0.302110,0.199637612,0.010655266,-0.373413521,0.100652011,la_jolla_ca-554-usa-uhslc_fd,102,0.99,-117.258,32.867,USA
la_jolla_ca-554a-usa-uhslc_rq_annual,545.71,553.07,546.68,556.50,1.02,0.312253504,-0.058870,0.200075749,0.012331373,-0.040185462,0.087956472,la_jolla_ca-554a-usa-uhslc_rq,97,1.0032,-117.257,32.867,USA
la_libertad-091-ecu-uhslc_fd_annual,488.28,494.98,482.53,491.47,7.75,0.005379521,-0.128101,0.520274509,0.036553755,-0.057346755,0.076381416,la_libertad-091-ecu-uhslc_fd,77,0.9855,-80.917,-2.2,ECU
la_libertad-091a-ecu-uhslc_rq_annual,451.47,457.89,445.97,454.55,7.49,0.006202604,-0.139359,0.555262387,0.041671461,-0.030275910,0.083928720,la_libertad-091a-ecu-uhslc_rq,70,0.9911,-80.917,-2.2,ECU
landsort-2073-swe-smhi_annual,860.77,869.08,861.42,872.50,1.35,0.245135105,-0.047504,-0.288389998,0.014771966,-0.063448246,0.067984317,landsort-2073-swe-smhi,121,0.9889,17.8667,58.75,SWE
landsort1-lan-swe-cmems_annual,860.14,868.45,862.57,873.65,-0.43,1.000000000,-0.063611,0.001582391,0.014910698,-0.105705963,0.137605735,landsort1-lan-swe-cmems,121,0.9889,17.866699,58.75,SWE
lauzon-3250-can-meds_annual,913.71,921.18,895.65,905.61,20.06,0.000007494,0.538879,-0.056087382,0.018122161,0.232013200,0.703503399,lauzon-3250-can-meds,108,0.9137,-71.16,46.83,CAN
le_conquet-152-fra-refmar_annual,385.73,391.41,376.60,384.16,11.13,0.000847791,-0.506726,0.328494632,0.027039030,-0.628041305,0.222694980,le_conquet-152-fra-refmar,56,0.9359,-4.78075,48.359098,FRA
leconquettg_60minute-lec-fra-cmems_annual,385.89,391.57,376.69,384.26,11.21,0.000815496,-0.507199,0.328588072,0.027016287,-0.631094137,0.224195834,leconquettg_60minute-lec-fra-cmems,56,0.9346,-4.7809,48.359299,FRA
lerwick-293-gbr-uhslc_fd_annual,348.08,353.82,350.58,358.22,-0.50,1.000000000,-0.219054,0.036863543,0.022226585,-0.166745237,0.371240381,lerwick-293-gbr-uhslc_fd,55,0.9992,-1.138,60.153,GBR
lerwick-293a-gbr-uhslc_rq_annual,352.30,358.10,355.24,362.97,-0.94,1.000000000,-0.206899,0.047739603,0.022319225,-0.159770557,0.330757906,lerwick-293a-gbr-uhslc_rq,58,0.9991,-1.14,60.155,GBR
lerwick-ler-gbr-bodc_annual,338.94,344.61,341.86,349.43,-0.92,1.000000000,-0.173615,0.063144805,0.023296400,-0.138914237,0.306730062,lerwick-ler-gbr-bodc,66,2.4813,-1.140306,60.154028,GBR
los_angeles-9410660-usa-noaa_annual,732.90,740.71,731.45,741.87,3.45,0.063243355,-0.246009,0.105045021,0.010539928,-0.360265135,0.203829195,los_angeles-9410660-usa-noaa,103,0.995,-118.272861,33.719944,USA
los_angeles_ca-567a-usa-uhslc_rq_annual,629.77,637.46,631.27,641.53,0.50,0.480640885,-0.064131,0.102164975,0.011400368,0.022658936,0.156548904,los_angeles_ca-567a-usa-uhslc_rq,99,0.9915,-118.272,33.72,USA
lowestoft-low-gbr-bodc_annual,575.48,581.67,589.57,597.81,-12.08,1.000000000,-0.009503,0.321337455,0.020958267,-0.040066601,0.706251305,lowestoft-low-gbr-bodc,61,2.6027,1.75025,52.473083,GBR
magueyes_island-9759110-usa-noaa_annual,379.61,385.85,381.60,389.91,0.01,0.909743106,-0.012787,0.204164476,0.017325201,-0.053709684,0.153970311,magueyes_island-9759110-usa-noaa,68,0.9705,-67.046402,17.9701,USA
magueyes_island_pr-246a-usa-uhslc_rq_annual,348.57,354.64,350.20,358.30,0.37,0.544427131,-0.071308,0.190326922,0.019048056,-0.132045756,0.160441258,magueyes_island_pr-246a-usa-uhslc_rq,63,1.0654,-67.047,17.972,USA
maizuru-hd24-jpn-jodc_jcg_annual,368.61,374.79,370.49,378.73,0.11,0.737495294,0.047086,0.248136009,0.024566098,0.050269075,0.148558263,maizuru-hd24-jpn-jodc_jcg,61,0.9693,135.31778333,35.45138333,JPN
maizuru-ma55-jpn-jodc_jma_annual,352.59,358.56,353.36,361.32,1.23,0.267015375,0.078645,0.401108906,0.018827758,0.103457600,0.122529249,maizuru-ma55-jpn-jodc_jma,56,0.9828,135.38695,35.47666667,JPN
makurazaki-ma43-jpn-jodc_jma_annual,496.94,502.96,517.28,525.31,-18.33,1.000000000,-0.033000,0.299074654,0.019829225,0.036905484,0.648615385,makurazaki-ma43-jpn-jodc_jma,59,0.9837,130.29305,31.26778333,JPN
malakal-007-plw-uhslc_fd_annual,344.50,350.35,346.39,354.19,0.11,0.743329460,-0.019070,0.243329304,0.084802683,0.050267623,0.099264531,malakal-007-plw-uhslc_fd,57,0.9852,134.463,7.33,PLW
maloy-may-nor-nhs_annual,509.26,516.01,523.14,532.13,-11.88,1.000000000,0.400672,0.174728929,0.017988357,0.403724838,0.173194766,maloy-may-nor-nhs,81,0.9455,5.11331,61.933776,NOR
maloytg-mal-nor-cmems_annual,549.70,556.57,549.69,558.85,2.01,0.156064959,0.494733,0.105787072,0.017913270,0.507889288,0.228989599,maloytg-mal-nor-cmems,81,3.3318,5.1133099,61.933777,NOR
marviken-2076-swe-smhi_annual,395.84,401.81,385.00,392.96,12.85,0.000338351,-0.184158,-0.205535790,0.050162488,-0.197317002,0.174212233,marviken-2076-swe-smhi,56,0.9805,16.8372,58.5536,SWE
marviken-mar-swe-cmems_annual,395.92,401.88,385.00,392.95,12.92,0.000324989,-0.184168,-0.205482915,0.050158592,-0.197373755,0.174182121,marviken-mar-swe-cmems,56,0.9805,16.8372,58.5536,SWE
